,state-code,state-name,district-code,district-name,teh-code,teh-name,vill-code,ward-no,area-name,census_id
8826,03,PUNJAB,048,Patiala,00252,Nabha,036468,0000,Dittupur Jattan (345),0304800252036468
7273,03,PUNJAB,043,Firozpur,00236,Jalalabad ,034913,0000,Santokh Singhwala (349),0304300236034913
18636,06,HARYANA,087,Mewat ,00423,Ferozepur Jhirka,063330,0000,Khori(146),0608700423063330
16162,06,HARYANA,079,Sirsa,00392,Ellenabad,060832,0000,Ratta Khera(326),0607900392060832
16070,06,HARYANA,079,Sirsa,00390,Sirsa,060743,0000,Rajpura Sani(7),0607900390060743
2233,03,PUNJAB,037,Jalandhar,00209,Shahkot,029772,0000,Rayewal Bet (197),0303700209029772
14721,06,HARYANA,074,Karnal,00374,Gharaunda,059379,0000,Gharaunda (Rural)(Part) (27),0607400374059379
4404,03,PUNJAB,038,Hoshiarpur,00217,Garhshankar,031990,0000,Gogon (257),0303800217031990
14558,06,HARYANA,074,Karnal,00372,Karnal,059215,0000,Chundipur Par (120),0607400372059215
8365,03,PUNJAB,047,Mansa,00248,Budhlada,036012,0000,Kahangarh (176),0304700248036012
5702,03,PUNJAB,041,Ludhiana,00226,Payal,033302,0000,Kuhli Khurd (394),0304100226033302
10448,03,PUNJAB,050,Tarn Taran,00260,Patti ,038169,0000,Talwandi Mutsadda Singh (196),0305000260038169
18959,06,HARYANA,089,Palwal ,00427,Palwal,063662,0000,Meghpur(72),0608900427063662
17448,06,HARYANA,084,Mahendragarh,00411,Mahendragarh,062106,0000,Partal(39),0608400411062106
15344,06,HARYANA,077,Jind,00382,Narwana,060028,0000,Bhagwan Pura (96),0607700382060028
3016,03,PUNJAB,037,Jalandhar,00213,Jalandhar - II,030573,0000,Jalalwal (122),0303700213030573
4470,03,PUNJAB,038,Hoshiarpur,00217,Garhshankar,032056,0000,Dhamai (163),0303800217032056
18749,06,HARYANA,088,Faridabad,00425,Faridabad,063449,0000,Pakhal(21),0608800425063449
7055,03,PUNJAB,043,Firozpur,00235,Firozpur,034686,0000,Bhure Khurd (268),0304300235034686
16313,06,HARYANA,080,Hisar,00394,Hisar,060979,0000,Isharheri(126),0608000394060979
2835,03,PUNJAB,037,Jalandhar,00212,Jalandhar - I,030383,0000,Miranpur (261),0303700212030383
18011,06,HARYANA,085,Rewari,00415,Bawal,062683,0000,Aram Nagar(46),0608500415062683
12795,06,HARYANA,070,Ambala,00359,Ambala,057419,0000,Gobindgarh (255),0607000359057419
1572,03,PUNJAB,036,Kapurthala ,00205,Bhulath,029043,0000,Mand Gurdaspur (47),0303600205029043
9286,03,PUNJAB,048,Patiala,00254,Rajpura,036947,0000,Hashampur (134),0304800254036947
2007,03,PUNJAB,036,Kapurthala ,00207,Sultanpur Lodhi ,029513,0000,Depewal (24),0303600207029513
14797,06,HARYANA,075,Panipat,00375,Panipat,059457,0000,Nizampur (3),0607500375059457
8658,03,PUNJAB,048,Patiala,00251,Patran,036300,0000,Kheri Nagahiya (128),0304800251036300
17399,06,HARYANA,084,Mahendragarh,00411,Mahendragarh,062057,0000,Dogra Jat(33),0608400411062057
15469,06,HARYANA,077,Jind,00383,Jind,060153,0000,Shamlo Kalan(61),0607700383060153
8678,03,PUNJAB,048,Patiala,00252,Nabha,036318,0000,Nabha (Rural) (204),0304800252036318
15899,06,HARYANA,079,Sirsa,00389,Dabwali,060573,0000,Tigri(298),0607900389060573
14638,06,HARYANA,074,Karnal,00372,Karnal,059299,0000,Hathlana (40),0607400372059299
18834,06,HARYANA,088,Faridabad,00426,Ballabgarh,063535,0000,Bhainsraoli(103),0608800426063535
3932,03,PUNJAB,038,Hoshiarpur,00216,Hoshiarpur ,031512,0000,Bassi Kundian (330),0303800216031512
5451,03,PUNJAB,041,Ludhiana,00224,Samrala,033046,0000,Lakhowal Khurd (55),0304100224033046
2046,03,PUNJAB,036,Kapurthala ,00208,Phagwara ,029575,0000,Bhagana (21),0303600208029575
12923,06,HARYANA,070,Ambala,00360,Barara,057554,0000,Laha (72),0607000360057554
6558,03,PUNJAB,042,Moga,00233,Moga,034168,0000,Musewala (242),0304200233034168
3406,03,PUNJAB,038,Hoshiarpur,00214,Dasua,030979,0000,Chandidass (136),0303800214030979
8527,03,PUNJAB,048,Patiala,00250,Samana,036171,0000,Asmanpur (90),0304800250036171
2866,03,PUNJAB,037,Jalandhar,00213,Jalandhar - II,030420,0000,Jagan (297),0303700213030420
16023,06,HARYANA,079,Sirsa,00390,Sirsa,060696,0000,Narel Khera(61),0607900390060696
276,03,PUNJAB,035,Gurdaspur,00201,Pathankot       ,027665,0000,Chhaurian (63),0303500201027665
9891,03,PUNJAB,049,Amritsar ,00257,Amritsar- II ,037580,0000,Varpal (266),0304900257037580
13803,06,HARYANA,072,Kurukshetra,00365,Pehowa,058461,0000,Bhor Saidan (157),0607200365058461
13383,06,HARYANA,071,Yamunanagar,00362,Bilaspur,058031,0000,Rampur Gainda (36),0607100362058031
8298,03,PUNJAB,047,Mansa,00247,Sardulgarh,035946,0000,Sardulewala (184),0304700247035946
3459,03,PUNJAB,038,Hoshiarpur,00214,Dasua,031034,0000,Neknama Sanso (638),0303800214031034
12884,06,HARYANA,070,Ambala,00360,Barara,057515,0000,Khanpur (190),0607000360057515
668,03,PUNJAB,035,Gurdaspur,00202,Gurdaspur ,028113,0000,Hir (223),0303500202028113
14060,06,HARYANA,073,Kaithal,00367,Guhla,058719,0000,Chhana Jattan (28),0607300367058719
2704,03,PUNJAB,037,Jalandhar,00212,Jalandhar - I,030251,0000,Salarpur (238),0303700212030251
9440,03,PUNJAB,049,Amritsar ,00255,Ajnala,037108,0000,Pandori (89),0304900255037108
14655,06,HARYANA,074,Karnal,00373,Assandh,059315,0000,Uplani (77),0607400373059315
486,03,PUNJAB,035,Gurdaspur,00202,Gurdaspur ,027919,0000,Lodha (181),0303500202027919
10718,03,PUNJAB,051,Rupnagar,00262,Anandpur Sahib,038437,0000,Kartarpur (502),0305100262038437
15343,06,HARYANA,077,Jind,00382,Narwana,060027,0000,Daroli Khera (97),0607700382060027
9315,03,PUNJAB,048,Patiala,00254,Rajpura,036976,0000,Sihri (276),0304800254036976
51,03,PUNJAB,035,Gurdaspur,00201,Pathankot       ,027422,0000,Turehti (393),0303500201027422
9755,03,PUNJAB,049,Amritsar ,00256,Amritsar -I  ,037444,0000,Athwal (313),0304900256037444
1252,03,PUNJAB,035,Gurdaspur,00203,Batala ,028716,0000,Basarpura (126),0303500203028716
8828,03,PUNJAB,048,Patiala,00252,Nabha,036470,0000,Shahpur (318),0304800252036470
18326,06,HARYANA,087,Mewat ,00421,Taoru,063003,0000,Beri Nisfi Taoru(8),0608700421063003
8948,03,PUNJAB,048,Patiala,00253,Patiala,036591,0000,Kooka (74),0304800253036591
13165,06,HARYANA,071,Yamunanagar,00361,Jagadhri,057797,0000,Potli (16),0607100361057797
7822,03,PUNJAB,045,Faridkot,00242,Faridkot,035465,0000,Maur (103),0304500242035465
2225,03,PUNJAB,037,Jalandhar,00209,Shahkot,029764,0000,Shergarh (198),0303700209029764
3114,03,PUNJAB,038,Hoshiarpur,00214,Dasua,030671,0000,Khakh (21),0303800214030671
14735,06,HARYANA,074,Karnal,00374,Gharaunda,059394,0000,Sadarpur (48),0607400374059394
14948,06,HARYANA,076,Sonipat,00378,Gohana,059622,0000,Butana Khetlan (20),0607600378059622
3415,03,PUNJAB,038,Hoshiarpur,00214,Dasua,030989,0000,Kotli (154),0303800214030989
15896,06,HARYANA,079,Sirsa,00389,Dabwali,060570,0000,Makha(301),0607900389060570
10468,03,PUNJAB,050,Tarn Taran,00260,Patti ,038189,0000,Jalloke (344),0305000260038189
167,03,PUNJAB,035,Gurdaspur,00201,Pathankot       ,027553,0000,Lahri Mahantan (90),0303500201027553
2445,03,PUNJAB,037,Jalandhar,00210,Nakodar,029986,0000,Adraman  (348),0303700210029986
12817,06,HARYANA,070,Ambala,00359,Ambala,057441,0000,Nagal (Part)(280),0607000359057441
264,03,PUNJAB,035,Gurdaspur,00201,Pathankot       ,027652,0000,Pakho Chak (148),0303500201027652
15141,06,HARYANA,076,Sonipat,00380,Sonipat,059820,0000,Nangal Khurd(89),0607600380059820
8405,03,PUNJAB,047,Mansa,00248,Budhlada,036052,0000,Ahmadpur (232),0304700248036052
9517,03,PUNJAB,049,Amritsar ,00255,Ajnala,037204,0000,Audar (181),0304900255037204
1126,03,PUNJAB,035,Gurdaspur,00203,Batala ,028589,0000,Mollowali (67),0303500203028589
15845,06,HARYANA,079,Sirsa,00389,Dabwali,060518,0000,Ganga(264),0607900389060518
3357,03,PUNJAB,038,Hoshiarpur,00214,Dasua,030929,0000,Rajpur (449),0303800214030929
17564,06,HARYANA,084,Mahendragarh,00412,Narnaul,062220,0000,Salarpur Mehta(133),0608400412062220
748,03,PUNJAB,035,Gurdaspur,00202,Gurdaspur ,028193,0000,Kalijpur (671),0303500202028193
16962,06,HARYANA,082,Rohtak,00405,Rohtak,061615,0000,Masudpur(110),0608200405061615
6458,03,PUNJAB,042,Moga,00233,Moga,034065,0000,Mangewala (68),0304200233034065
10114,03,PUNJAB,049,Amritsar ,00258,Baba Bakala ,037829,0000,Dera Baba Jaimal Singh  (428),0304900258037829
7075,03,PUNJAB,043,Firozpur,00235,Firozpur,034709,0000,Rahime Ke Hithar (345),0304300235034709
8548,03,PUNJAB,048,Patiala,00250,Samana,036192,0000,Rajla (179),0304800250036192
12085,03,PUNJAB,053,Sangrur,00272,Sunam,039841,0000,Dhandoli Kalan (113),0305300272039841
15426,06,HARYANA,077,Jind,00383,Jind,060110,0000,Jalalpur Kalan (13),0607700383060110
8331,03,PUNJAB,047,Mansa,00247,Sardulgarh,035979,0000,Khiali Chahianwali (163),0304700247035979
341,03,PUNJAB,035,Gurdaspur,00201,Pathankot       ,027738,0000,Firoza (54),0303500201027738
18280,06,HARYANA,086,Gurgaon,00420,Sohna,062959,0000,Jolahaka(214),0608600420062959
10457,03,PUNJAB,050,Tarn Taran,00260,Patti ,038178,0000,Jhugian Nur Mohammad  (320),0305000260038178
5381,03,PUNJAB,040,Fatehgarh Sahib,00223,Khamanon,032977,0000,Ramgarh (292),0304000223032977
12339,03,PUNJAB,054,Barnala,00276,Tapa,040088,0000,Patti Mohar Singh (9),0305400276040088
17429,06,HARYANA,084,Mahendragarh,00411,Mahendragarh,062087,0000,Chhithroli(11),0608400411062087
4065,03,PUNJAB,038,Hoshiarpur,00216,Hoshiarpur ,031648,0000,Pathralian (131),0303800216031648
11842,03,PUNJAB,053,Sangrur,00270,Dhuri,039599,0000,Salempur (38),0305300270039599
7683,03,PUNJAB,044,Muktsar,00240,Gidderbaha,035330,0000,Kuraiwala (23),0304400240035330
3474,03,PUNJAB,038,Hoshiarpur,00215,Mukerian ,031048,0000,Kaulpur (189),0303800215031048
9185,03,PUNJAB,048,Patiala,00254,Rajpura,036843,0000,Taharpur (398),0304800254036843
1142,03,PUNJAB,035,Gurdaspur,00203,Batala ,028605,0000,Pero Shah (83),0303500203028605
17243,06,HARYANA,083,Jhajjar,00409,Jhajjar,061904,0000,Tumbaheri(188),0608300409061904
9217,03,PUNJAB,048,Patiala,00254,Rajpura,036877,0000,Kabulpur (124),0304800254036877
16663,06,HARYANA,081,Bhiwani,00401,Loharu,061322,0000,Beran (16),0608100401061322
16143,06,HARYANA,079,Sirsa,00392,Ellenabad,060813,0000,Moju Khera(132),0607900392060813
12676,06,HARYANA,070,Ambala,00358,Naraingarh,057296,0000,Azampur (100),0607000358057296
17177,06,HARYANA,083,Jhajjar,00409,Jhajjar,061835,0000,Bhadani(94),0608300409061835
3168,03,PUNJAB,038,Hoshiarpur,00214,Dasua,030728,0000,Bhaini Mirza Khan (498),0303800214030728
16697,06,HARYANA,081,Bhiwani,00401,Loharu,061356,0000,Kharkhari(37),0608100401061356
16163,06,HARYANA,079,Sirsa,00392,Ellenabad,060833,0000,Kuta Budh(107),0607900392060833
2662,03,PUNJAB,037,Jalandhar,00211,Phillaur,030209,0000,Nawan Pind Naicha (225),0303700211030209
14300,06,HARYANA,073,Kaithal,00369,Fatehpur Pundri,058956,0000,Munerheri (32),0607300369058956
16661,06,HARYANA,081,Bhiwani,00401,Loharu,061320,0000,Serla (9),0608100401061320
18947,06,HARYANA,089,Palwal ,00427,Palwal,063648,0000,Patli Khurd(67),0608900427063648
17193,06,HARYANA,083,Jhajjar,00409,Jhajjar,061852,0000,Sikanderpur(99),0608300409061852
14467,06,HARYANA,074,Karnal,00371,Indri,059120,0000,Musapur (36),0607400371059120
14276,06,HARYANA,073,Kaithal,00369,Fatehpur Pundri,058932,0000,Begpur (1),0607300369058932
1041,03,PUNJAB,035,Gurdaspur,00202,Gurdaspur ,028499,0000,Munan (724),0303500202028499
14200,06,HARYANA,073,Kaithal,00368,Kaithal,058858,0000,Bheni Majra (36),0607300368058858
2566,03,PUNJAB,037,Jalandhar,00211,Phillaur,030112,0000,Achan Chak (154),0303700211030112
17200,06,HARYANA,083,Jhajjar,00409,Jhajjar,061859,0000,Raipur(236),0608300409061859
35,03,PUNJAB,035,Gurdaspur,00201,Pathankot       ,027405,0000,Kamwal (363),0303500201027405
15169,06,HARYANA,076,Sonipat,00380,Sonipat,059848,0000,Bhawapur(211),0607600380059848
9719,03,PUNJAB,049,Amritsar ,00255,Ajnala,037408,0000,Majjupura (282),0304900255037408
5227,03,PUNJAB,040,Fatehgarh Sahib,00222,Amloh,032817,0000,Rajgarh Chhanna (73),0304000222032817
4177,03,PUNJAB,038,Hoshiarpur,00217,Garhshankar,031762,0000,Maujo Mazara (8),0303800217031762
19053,06,HARYANA,089,Palwal ,00428,Hathin,063757,0000,Mandhnaka(213),0608900428063757
15993,06,HARYANA,079,Sirsa,00390,Sirsa,060665,0000,Bhamboor(90),0607900390060665
3449,03,PUNJAB,038,Hoshiarpur,00214,Dasua,031024,0000,Tundial  (630),0303800214031024
2402,03,PUNJAB,037,Jalandhar,00210,Nakodar,029942,0000,Tahli (17),0303700210029942
17764,06,HARYANA,085,Rewari,00414,Rewari,062423,0000,Masit (9),0608500414062423
11749,03,PUNJAB,053,Sangrur,00269,Malerkotla,039505,0000,Narike (142),0305300269039505
12366,06,HARYANA,069,Panchkula,00356,Kalka,056969,0000,Pargian (136),0606900356056969
10495,03,PUNJAB,050,Tarn Taran,00260,Patti ,038216,0000,Kairon (255),0305000260038216
11680,03,PUNJAB,053,Sangrur,00269,Malerkotla,039435,0000,Shergarh (23),0305300269039435
14663,06,HARYANA,074,Karnal,00373,Assandh,059323,0000,Chaugawan (86),0607400373059323
5459,03,PUNJAB,041,Ludhiana,00224,Samrala,033054,0000,Ramgarh (11),0304100224033054
17972,06,HARYANA,085,Rewari,00414,Rewari,062641,0000,Bhudla (186),0608500414062641
18704,06,HARYANA,087,Mewat ,00424,Punahana,063402,0000,Bisru(199),0608700424063402
11989,03,PUNJAB,053,Sangrur,00271,Sangrur,039745,0000,Sajuma (56),0305300271039745
12166,03,PUNJAB,053,Sangrur,00274,Moonak,039919,0000,Shergarh Alias Sihan Singhwala (95),0305300274039919
16470,06,HARYANA,081,Bhiwani,00398,Bhiwani,061134,0000,Jatai (54),0608100398061134
14230,06,HARYANA,073,Kaithal,00368,Kaithal,058888,0000,Kheri Lamba (46),0607300368058888
19064,06,HARYANA,089,Palwal ,00428,Hathin,063771,0000,Kherli Brahman(259),0608900428063771
3841,03,PUNJAB,038,Hoshiarpur,00216,Hoshiarpur ,031419,0000,Bassi Panj Bhaian (401),0303800216031419
6247,03,PUNJAB,041,Ludhiana,00230,Jagraon,033859,0000,Baghian (177),0304100230033859
13669,06,HARYANA,072,Kurukshetra,00364,Shahbad,058326,0000,Yara (123),0607200364058326
16955,06,HARYANA,082,Rohtak,00405,Rohtak,061608,0000,Manjha(117),0608200405061608
472,03,PUNJAB,035,Gurdaspur,00202,Gurdaspur ,027904,0000,Niamta (255),0303500202027904
14468,06,HARYANA,074,Karnal,00371,Indri,059121,0000,Shamashpur (37),0607400371059121
9469,03,PUNJAB,049,Amritsar ,00255,Ajnala,037153,0000,Shahliwal (34),0304900255037153
2857,03,PUNJAB,037,Jalandhar,00213,Jalandhar - II,030410,0000,Nijjran (423),0303700213030410
6496,03,PUNJAB,042,Moga,00233,Moga,034104,0000,Badoowal (289),0304200233034104
5880,03,PUNJAB,041,Ludhiana,00227,Ludhiana (East),033484,0000,Sirah (72),0304100227033484
10296,03,PUNJAB,050,Tarn Taran,00259,Tarn Taran,038015,0000,Jandoke (241),0305000259038015
7481,03,PUNJAB,043,Firozpur,00237,Fazilka,035134,0000,Kheowali Mustal Bare Ke  (253),0304300237035134
13141,06,HARYANA,071,Yamunanagar,00361,Jagadhri,057773,0000,Ghalaur (159),0607100361057773
7068,03,PUNJAB,043,Firozpur,00235,Firozpur,034699,0000,Fatehwala Hithar (351),0304300235034699
16879,06,HARYANA,081,Bhiwani,00403,Badhra,061535,0000,Kari Modh(43),0608100403061535
14727,06,HARYANA,074,Karnal,00374,Gharaunda,059385,0000,Jhinwar Heri (6),0607400374059385
3762,03,PUNJAB,038,Hoshiarpur,00215,Mukerian ,031339,0000,Kartoli (619),0303800215031339
14554,06,HARYANA,074,Karnal,00372,Karnal,059211,0000,Dabarki (86),0607400372059211
12416,06,HARYANA,069,Panchkula,00356,Kalka,057021,0000,Tibi (172),0606900356057021
986,03,PUNJAB,035,Gurdaspur,00202,Gurdaspur ,028443,0000,Malia (517),0303500202028443
2941,03,PUNJAB,037,Jalandhar,00213,Jalandhar - II,030497,0000,Mustfapur  (345),0303700213030497
11340,03,PUNJAB,052,Sahibzada Ajit Singh Nagar,00266,Kharar,039075,0000,Naglian (88),0305200266039075
395,03,PUNJAB,035,Gurdaspur,00202,Gurdaspur ,027815,0000,Mamka Khizarpur (15),0303500202027815
3478,03,PUNJAB,038,Hoshiarpur,00215,Mukerian ,031052,0000,Jamalpur Kalan  (193),0303800215031052
2457,03,PUNJAB,037,Jalandhar,00210,Nakodar,029998,0000,Ummarwal Billa (350),0303700210029998
13723,06,HARYANA,072,Kurukshetra,00365,Pehowa,058378,0000,Saidpur Shahidan (313),0607200365058378
3192,03,PUNJAB,038,Hoshiarpur,00214,Dasua,030761,0000,Mangat  (125),0303800214030761
5307,03,PUNJAB,040,Fatehgarh Sahib,00222,Amloh,032900,0000,Jallowal (198),0304000222032900
7519,03,PUNJAB,043,Firozpur,00238,Abohar ,035171,0000,Saiyadwala (108),0304300238035171
17299,06,HARYANA,083,Jhajjar,00410,Matenhail,061960,0000,Khanpur Kalan(16-N),0608300410061960
18640,06,HARYANA,087,Mewat ,00423,Ferozepur Jhirka,063334,0000,Nimkhera(147),0608700423063334
3298,03,PUNJAB,038,Hoshiarpur,00214,Dasua,030870,0000,Jia Sahota Kalan (21),0303800214030870
7751,03,PUNJAB,044,Muktsar,00241,Muktsar,035396,0000,Bhullar (74),0304400241035396
10420,03,PUNJAB,050,Tarn Taran,00260,Patti ,038141,0000,Thatha (128),0305000260038141
12291,03,PUNJAB,054,Barnala,00276,Tapa,040040,0000,Pakho (53),0305400276040040
15069,06,HARYANA,076,Sonipat,00379,Ganaur,059748,0000,Bharet (162),0607600379059748
10982,03,PUNJAB,051,Rupnagar,00264,Rup Nagar,038709,0000,Gandhon Kalan (191),0305100264038709
17872,06,HARYANA,085,Rewari,00414,Rewari,062534,0000,Bhurthal Thethar (215),0608500414062534
18667,06,HARYANA,087,Mewat ,00424,Punahana,063363,0000,Niwana(173),0608700424063363
8612,03,PUNJAB,048,Patiala,00251,Patran,036254,0000,Kalar Bhaini (154),0304800251036254
3617,03,PUNJAB,038,Hoshiarpur,00215,Mukerian ,031193,0000,Bachhowali (298),0303800215031193
8796,03,PUNJAB,048,Patiala,00252,Nabha,036438,0000,Mangewal (113),0304800252036438
11479,03,PUNJAB,052,Sahibzada Ajit Singh Nagar,00267,SAS Nagar (Mohali),039217,0000,Tasaoli (273),0305200267039217
16156,06,HARYANA,079,Sirsa,00392,Ellenabad,060826,0000,Himayun Khera(135),0607900392060826
10566,03,PUNJAB,050,Tarn Taran,00261,Khadur Sahib,038287,0000,Kiri  Shahi  (330),0305000261038287
15561,06,HARYANA,077,Jind,00385,Safidon,060242,0000,Singhpura (53),0607700385060242
15365,06,HARYANA,077,Jind,00382,Narwana,060049,0000,Mohangarh (136),0607700382060049
17744,06,HARYANA,085,Rewari,00414,Rewari,062401,0000,Chauki  (248),0608500414062401
12751,06,HARYANA,070,Ambala,00359,Ambala,057373,0000,Shekh Majra (108),0607000359057373
16221,06,HARYANA,080,Hisar,00394,Hisar,060887,0000,Kirara(134),0608000394060887
11796,03,PUNJAB,053,Sangrur,00269,Malerkotla,039552,0000,Mahamad Nager (93),0305300269039552
16476,06,HARYANA,081,Bhiwani,00398,Bhiwani,061140,0000,Sai (1),0608100398061140
14243,06,HARYANA,073,Kaithal,00368,Kaithal,058901,0000,Kala Sher(72),0607300368058901
14871,06,HARYANA,075,Panipat,00377,Samalkha,059539,0000,Kiwana (78),0607500377059539
13795,06,HARYANA,072,Kurukshetra,00365,Pehowa,058453,0000,Kheri Shishgran (38),0607200365058453
13891,06,HARYANA,072,Kurukshetra,00366,Thanesar,058550,0000,Shadipur Shahabad (399),0607200366058550
9976,03,PUNJAB,049,Amritsar ,00257,Amritsar- II ,037669,0000,Bharopal (427),0304900257037669
8736,03,PUNJAB,048,Patiala,00252,Nabha,036377,0000,Chathe (220),0304800252036377
15124,06,HARYANA,076,Sonipat,00380,Sonipat,059802,0000,Malkpur (13),0607600380059802
18444,06,HARYANA,087,Mewat ,00422,Nuh,063129,0000,Chhachera (200),0608700422063129
14188,06,HARYANA,073,Kaithal,00368,Kaithal,058846,0000,Deohera (29),0607300368058846
12417,06,HARYANA,069,Panchkula,00356,Kalka,057022,0000,Ber Ghati (173),0606900356057022
2599,03,PUNJAB,037,Jalandhar,00211,Phillaur,030145,0000,Atti (216),0303700211030145
15396,06,HARYANA,077,Jind,00383,Jind,060079,0000,Kachrana Khurd (77),0607700383060079
18893,06,HARYANA,089,Palwal ,00427,Palwal,063593,0000,Nagalia(197),0608900427063593
7435,03,PUNJAB,043,Firozpur,00237,Fazilka,035080,0000,Khui Khera (241),0304300237035080
5140,03,PUNJAB,040,Fatehgarh Sahib,00221,Fatehgarh Sahib,032732,0000,Shampur (143),0304000221032732
18415,06,HARYANA,087,Mewat ,00422,Nuh,063094,0000,Maraula(172),0608700422063094
4064,03,PUNJAB,038,Hoshiarpur,00216,Hoshiarpur ,031647,0000,Dhadda Fateh Singh (147),0303800216031647
198,03,PUNJAB,035,Gurdaspur,00201,Pathankot       ,027585,0000,Kunda (273),0303500201027585
6193,03,PUNJAB,041,Ludhiana,00230,Jagraon,033805,0000,Talwandi Kalan (72),0304100230033805
5109,03,PUNJAB,040,Fatehgarh Sahib,00221,Fatehgarh Sahib,032701,0000,Boran (120),0304000221032701
563,03,PUNJAB,035,Gurdaspur,00202,Gurdaspur ,028008,0000,Wadala Bangar (117),0303500202028008
7337,03,PUNJAB,043,Firozpur,00236,Jalalabad ,034979,0000,Chak Lamochar (246),0304300236034979
6713,03,PUNJAB,043,Firozpur,00234,Zira,034334,0000,Behk Pasarian (141),0304300234034334
10036,03,PUNJAB,049,Amritsar ,00258,Baba Bakala ,037751,0000,Kot Hayat (97),0304900258037751
1466,03,PUNJAB,035,Gurdaspur,00204,Dera Baba Nanak  ,028933,0000,Agwan (435),0303500204028933
2783,03,PUNJAB,037,Jalandhar,00212,Jalandhar - I,030330,0000,Lesariwala  (145),0303700212030330
10781,03,PUNJAB,051,Rupnagar,00262,Anandpur Sahib,038500,0000,Abiana Kalan (433),0305100262038500
4078,03,PUNJAB,038,Hoshiarpur,00216,Hoshiarpur ,031661,0000,Khanpur (114),0303800216031661
1670,03,PUNJAB,036,Kapurthala ,00206,Kapurthala ,029149,0000,Mand Dhaliwal (33),0303600206029149
2665,03,PUNJAB,037,Jalandhar,00211,Phillaur,030212,0000,Surja (34),0303700211030212
13408,06,HARYANA,071,Yamunanagar,00362,Bilaspur,058056,0000,Ramgarh Sawai (245),0607100362058056
12603,06,HARYANA,070,Ambala,00358,Naraingarh,057221,0000,Patrehri (103),0607000358057221
5348,03,PUNJAB,040,Fatehgarh Sahib,00223,Khamanon,032943,0000,Bhuttan (322),0304000223032943
6541,03,PUNJAB,042,Moga,00233,Moga,034151,0000,Ferozewala Bada (253),0304200233034151
4638,03,PUNJAB,039,Shahid Bhagat Singh Nagar ,00218,Nawanshahr,032226,0000,Baloni (209),0303900218032226
390,03,PUNJAB,035,Gurdaspur,00202,Gurdaspur ,027809,0000,Siri Rampur (30),0303500202027809
3971,03,PUNJAB,038,Hoshiarpur,00216,Hoshiarpur ,031553,0000,Salempur (293),0303800216031553
7654,03,PUNJAB,044,Muktsar,00239,Malout,035303,0000,Ghumarwala (14),0304400239035303
4255,03,PUNJAB,038,Hoshiarpur,00217,Garhshankar,031840,0000,Lalwan (339),0303800217031840
3292,03,PUNJAB,038,Hoshiarpur,00214,Dasua,030864,0000,Ambala (Jattan) (32),0303800214030864
1396,03,PUNJAB,035,Gurdaspur,00203,Batala ,028861,0000,Dalam (398),0303500203028861
16481,06,HARYANA,081,Bhiwani,00398,Bhiwani,061145,0000,Phulpura (3),0608100398061145
13463,06,HARYANA,071,Yamunanagar,00362,Bilaspur,058111,0000,Munda Khera (282),0607100362058111
15309,06,HARYANA,077,Jind,00382,Narwana,059993,0000,Nehra (81),0607700382059993
4660,03,PUNJAB,039,Shahid Bhagat Singh Nagar ,00218,Nawanshahr,032248,0000,Ghataron (172),0303900218032248
17415,06,HARYANA,084,Mahendragarh,00411,Mahendragarh,062073,0000,Sigri(64),0608400411062073
1577,03,PUNJAB,036,Kapurthala ,00205,Bhulath,029049,0000,Hussainpur (30),0303600205029049
18085,06,HARYANA,086,Gurgaon,00416,Pataudi,062756,0000,Barheri Rehnwa(261),0608600416062756
1582,03,PUNJAB,036,Kapurthala ,00205,Bhulath,029056,0000,Daulowal (22),0303600205029056
4110,03,PUNJAB,038,Hoshiarpur,00216,Hoshiarpur ,031693,0000,Sandhar (130),0303800216031693
12943,06,HARYANA,070,Ambala,00360,Barara,057575,0000,Salakhani (4),0607000360057575
6181,03,PUNJAB,041,Ludhiana,00230,Jagraon,033793,0000,Pona (60),0304100230033793
9077,03,PUNJAB,048,Patiala,00253,Patiala,036723,0000,Bivipur Khurd (183),0304800253036723
4129,03,PUNJAB,038,Hoshiarpur,00216,Hoshiarpur ,031713,0000,Talwandi Kanungoian (198),0303800216031713
13519,06,HARYANA,071,Yamunanagar,00363,Chhachhrauli,058171,0000,Singh Pura (205),0607100363058171
6653,03,PUNJAB,043,Firozpur,00234,Zira,034267,0000,Shah Dinwala (75),0304300234034267
9742,03,PUNJAB,049,Amritsar ,00256,Amritsar -I  ,037430,0000,Inaitpura (327) ,0304900256037430
1707,03,PUNJAB,036,Kapurthala ,00206,Kapurthala ,029189,0000,Mand Surakhpur  (63),0303600206029189
13446,06,HARYANA,071,Yamunanagar,00362,Bilaspur,058094,0000,Jogiwara (228),0607100362058094
10741,03,PUNJAB,051,Rupnagar,00262,Anandpur Sahib,038460,0000,Asalatpur (418),0305100262038460
14884,06,HARYANA,075,Panipat,00377,Samalkha,059553,0000,Bilaspur (79),0607500377059553
16721,06,HARYANA,081,Bhiwani,00401,Loharu,061380,0000,Dhani Dholan(60),0608100401061380
11542,03,PUNJAB,052,Sahibzada Ajit Singh Nagar,00268,Dera Bassi,039285,0000,Alamgir (225),0305200268039285
13352,06,HARYANA,071,Yamunanagar,00362,Bilaspur,058000,0000,Sultanpur (158),0607100362058000
16698,06,HARYANA,081,Bhiwani,00401,Loharu,061357,0000,Dhigawa Shamyan(39),0608100401061357
