,state-code,state-name,district-code,district-name,teh-code,teh-name,vill-code,ward-no,area-name,census_id
4318,03,PUNJAB,038,Hoshiarpur,00217,Garhshankar,031904,0000,Chak Soni (112),0303800217031904
6412,03,PUNJAB,042,Moga,00233,Moga,034018,0000,Dhurkot Charat Singh (48),0304200233034018
14814,06,HARYANA,075,Panipat,00375,Panipat,059474,0000,Sarai Pilghan (14) ,0607500375059474
5414,03,PUNJAB,041,Ludhiana,00224,Samrala,033008,0000,Sainsowal Khurd (35),0304100224033008
10918,03,PUNJAB,051,Rupnagar,00264,Rup Nagar,038638,0000,Chandpur (21),0305100264038638
1173,03,PUNJAB,035,Gurdaspur,00203,Batala ,028636,0000,Bariyar (161),0303500203028636
11466,03,PUNJAB,052,Sahibzada Ajit Singh Nagar,00267,SAS Nagar (Mohali),039204,0000,Drari (283),0305200267039204
18052,06,HARYANA,085,Rewari,00415,Bawal,062726,0000,Jhabuwa (68),0608500415062726
5184,03,PUNJAB,040,Fatehgarh Sahib,00221,Fatehgarh Sahib,032776,0000,Jakhwali (329),0304000221032776
18453,06,HARYANA,087,Mewat ,00422,Nuh,063139,0000,Dhanduka (151),0608700422063139
4126,03,PUNJAB,038,Hoshiarpur,00216,Hoshiarpur ,031710,0000,Badala Mahi (200),0303800216031710
4868,03,PUNJAB,039,Shahid Bhagat Singh Nagar ,00219,Balachaur,032461,0000,Majari Becharag(182),0303900219032461
5867,03,PUNJAB,041,Ludhiana,00227,Ludhiana (East),033471,0000,Rawat (66),0304100227033471
17618,06,HARYANA,084,Mahendragarh,00412,Narnaul,062275,0000,Khatoli Jat(216),0608400412062275
6470,03,PUNJAB,042,Moga,00233,Moga,034078,0000,Daulatpur Ucha (10),0304200233034078
813,03,PUNJAB,035,Gurdaspur,00202,Gurdaspur ,028261,0000,Babehali (364),0303500202028261
1975,03,PUNJAB,036,Kapurthala ,00207,Sultanpur Lodhi ,029481,0000,Sultanpur (Rural)  (135),0303600207029481
5848,03,PUNJAB,041,Ludhiana,00227,Ludhiana (East),033452,0000,Chak Sarwan Nath (216),0304100227033452
2021,03,PUNJAB,036,Kapurthala ,00207,Sultanpur Lodhi ,029527,0000,Hazara (173),0303600207029527
8162,03,PUNJAB,046,Bathinda,00245,Bathinda,035813,0000,Janghi Rana (86),0304600245035813
12443,06,HARYANA,069,Panchkula,00357,Panchkula,057055,0000,Nagal Moginand (229),0606900357057055
16448,06,HARYANA,081,Bhiwani,00397,Bawani Khera,061114,0000,Ratera (34),0608100397061114
6850,03,PUNJAB,043,Firozpur,00235,Firozpur,034471,0000,Machhiwara  (152),0304300235034471
674,03,PUNJAB,035,Gurdaspur,00202,Gurdaspur ,028119,0000,Balagan (161),0303500202028119
5681,03,PUNJAB,041,Ludhiana,00226,Payal,033280,0000,Dudhal (415),0304100226033280
3075,03,PUNJAB,037,Jalandhar,00213,Jalandhar - II,030632,0000,Bhatnura Lubana (14),0303700213030632
15196,06,HARYANA,076,Sonipat,00380,Sonipat,059875,0000,Akbarpur Barota (62),0607600380059875
350,03,PUNJAB,035,Gurdaspur,00201,Pathankot       ,027751,0000,Raji (138),0303500201027751
4792,03,PUNJAB,039,Shahid Bhagat Singh Nagar ,00219,Balachaur,032385,0000,Atari (432),0303900219032385
3249,03,PUNJAB,038,Hoshiarpur,00214,Dasua,030821,0000,Raju Dawa Khri (78),0303800214030821
13061,06,HARYANA,071,Yamunanagar,00361,Jagadhri,057693,0000,Khera Kalan (355),0607100361057693
3055,03,PUNJAB,037,Jalandhar,00213,Jalandhar - II,030612,0000,Sohalpur (23),0303700213030612
4242,03,PUNJAB,038,Hoshiarpur,00217,Garhshankar,031827,0000,Benewal (26),0303800217031827
11425,03,PUNJAB,052,Sahibzada Ajit Singh Nagar,00267,SAS Nagar (Mohali),039162,0000,Jhampur (22),0305200267039162
8967,03,PUNJAB,048,Patiala,00253,Patiala,036611,0000,Hira Garh (148),0304800253036611
17489,06,HARYANA,084,Mahendragarh,00412,Narnaul,062145,0000,Chandpura(25/1),0608400412062145
14337,06,HARYANA,074,Karnal,00370,Nilokheri,058991,0000,Jamba (22),0607400370058991
13766,06,HARYANA,072,Kurukshetra,00365,Pehowa,058421,0000,Shahpur (14),0607200365058421
3694,03,PUNJAB,038,Hoshiarpur,00215,Mukerian ,031270,0000,Ulaha (380),0303800215031270
2674,03,PUNJAB,037,Jalandhar,00211,Phillaur,030221,0000,Danduwal (53),0303700211030221
793,03,PUNJAB,035,Gurdaspur,00202,Gurdaspur ,028241,0000,Salimpur Araian (345),0303500202028241
16946,06,HARYANA,082,Rohtak,00405,Rohtak,061599,0000,Maroudi Jatan(103),0608200405061599
11457,03,PUNJAB,052,Sahibzada Ajit Singh Nagar,00267,SAS Nagar (Mohali),039195,0000,Matran (267),0305200267039195
3082,03,PUNJAB,038,Hoshiarpur,00214,Dasua,030639,0000,Phatta (517),0303800214030639
19140,06,HARYANA,089,Palwal ,00429,Hodal,063850,0000,Pingor(134),0608900429063850
9542,03,PUNJAB,049,Amritsar ,00255,Ajnala,037229,0000,Chak Fateh Khan (148),0304900255037229
15471,06,HARYANA,077,Jind,00383,Jind,060155,0000,Padana (65),0607700383060155
19076,06,HARYANA,089,Palwal ,00428,Hathin,063784,0000,Gahlab (233),0608900428063784
9040,03,PUNJAB,048,Patiala,00253,Patiala,036686,0000,Budhanpur (151),0304800253036686
14295,06,HARYANA,073,Kaithal,00369,Fatehpur Pundri,058951,0000,Pundri (Rural) (26),0607300369058951
11598,03,PUNJAB,052,Sahibzada Ajit Singh Nagar,00268,Dera Bassi,039347,0000,Isapur (39),0305200268039347
7877,03,PUNJAB,045,Faridkot,00242,Faridkot,035524,0000,Jhotiwala 54),0304500242035524
13668,06,HARYANA,072,Kurukshetra,00364,Shahbad,058325,0000,Yari (119),0607200364058325
8243,03,PUNJAB,046,Bathinda,00246,Talwandi Sabo,035894,0000,Bangher Mohabat Singh (49),0304600246035894
16666,06,HARYANA,081,Bhiwani,00401,Loharu,061325,0000,Bardu Mughal (17),0608100401061325
18256,06,HARYANA,086,Gurgaon,00420,Sohna,062932,0000,Rojka Gujar(172),0608600420062932
5791,03,PUNJAB,041,Ludhiana,00227,Ludhiana (East),033393,0000,Bhupana (5),0304100227033393
18043,06,HARYANA,085,Rewari,00415,Bawal,062716,0000,Tihara (34),0608500415062716
13606,06,HARYANA,071,Yamunanagar,00363,Chhachhrauli,058259,0000,Mukarapur (181),0607100363058259
15731,06,HARYANA,078,Fatehabad,00387,Tohana,060408,0000,Bosti(69),0607800387060408
7597,03,PUNJAB,044,Muktsar,00239,Malout,035246,0000,Katianwali (117),0304400239035246
7806,03,PUNJAB,044,Muktsar,00241,Muktsar,035452,0000,Sunian (92),0304400241035452
5101,03,PUNJAB,040,Fatehgarh Sahib,00221,Fatehgarh Sahib,032693,0000,Bhaini Kalan (260),0304000221032693
10660,03,PUNJAB,051,Rupnagar,00262,Anandpur Sahib,038379,0000,Jhangrian (493),0305100262038379
14715,06,HARYANA,074,Karnal,00374,Gharaunda,059373,0000,Malakpur (28),0607400374059373
18929,06,HARYANA,089,Palwal ,00427,Palwal,063630,0000,Saidpur(9),0608900427063630
18149,06,HARYANA,086,Gurgaon,00417,Gurgaon,062826,0000,Meoka(121),0608600417062826
17307,06,HARYANA,084,Mahendragarh,00411,Mahendragarh,061965,0000,Patharwa(2),0608400411061965
28,03,PUNJAB,035,Gurdaspur,00200,Dhar Kalan,027399,0000,Tarhari (396),0303500200027399
11254,03,PUNJAB,052,Sahibzada Ajit Singh Nagar,00266,Kharar,038989,0000,Devi Nagar (161),0305200266038989
49,03,PUNJAB,035,Gurdaspur,00201,Pathankot       ,027419,0000,Kother (375),0303500201027419
12355,06,HARYANA,069,Panchkula,00356,Kalka,056958,0000,Khol Albala (89),0606900356056958
3302,03,PUNJAB,038,Hoshiarpur,00214,Dasua,030874,0000,Nangal (36),0303800214030874
17054,06,HARYANA,083,Jhajjar,00407,Beri,061708,0000,Dhurana(131),0608300407061708
6986,03,PUNJAB,043,Firozpur,00235,Firozpur,034610,0000,Nihalewala (60),0304300235034610
18154,06,HARYANA,086,Gurgaon,00417,Gurgaon,062831,0000,Aklimpur(166),0608600417062831
13657,06,HARYANA,072,Kurukshetra,00364,Shahbad,058314,0000,Patti Boripur (226),0607200364058314
10131,03,PUNJAB,049,Amritsar ,00258,Baba Bakala ,037846,0000,Sheron Nigah  (2),0304900258037846
12049,03,PUNJAB,053,Sangrur,00272,Sunam,039805,0000,Gobindpura Nagri (51),0305300272039805
3629,03,PUNJAB,038,Hoshiarpur,00215,Mukerian ,031205,0000,Ranga  (323),0303800215031205
19,03,PUNJAB,035,Gurdaspur,00200,Dhar Kalan,027390,0000,Bhanguri (415),0303500200027390
11477,03,PUNJAB,052,Sahibzada Ajit Singh Nagar,00267,SAS Nagar (Mohali),039215,0000,Dhelpur (286),0305200267039215
2017,03,PUNJAB,036,Kapurthala ,00207,Sultanpur Lodhi ,029523,0000,Mandi Kabirpur Jadid (158),0303600207029523
10396,03,PUNJAB,050,Tarn Taran,00260,Patti ,038117,0000,Dhul Kohna (78),0305000260038117
825,03,PUNJAB,035,Gurdaspur,00202,Gurdaspur ,028273,0000,Lakhanpal (657),0303500202028273
4360,03,PUNJAB,038,Hoshiarpur,00217,Garhshankar,031946,0000,Helar (281),0303800217031946
4108,03,PUNJAB,038,Hoshiarpur,00216,Hoshiarpur ,031691,0000,Barial (160),0303800216031691
7148,03,PUNJAB,043,Firozpur,00235,Firozpur,034784,0000,Lohra Nawab Sahib (235),0304300235034784
7392,03,PUNJAB,043,Firozpur,00237,Fazilka,035037,0000,Theh Kalandar (224),0304300237035037
16740,06,HARYANA,081,Bhiwani,00402,Dadri,061397,0000,Unnear Badhwana(58),0608100402061397
9708,03,PUNJAB,049,Amritsar ,00255,Ajnala,037397,0000,Jagdev Kalan (297),0304900255037397
16611,06,HARYANA,081,Bhiwani,00399,Tosham,061273,0000,Bhera(90),0608100399061273
15612,06,HARYANA,078,Fatehabad,00386,Ratia,060291,0000,Rojhanwali(123),0607800386060291
785,03,PUNJAB,035,Gurdaspur,00202,Gurdaspur ,028233,0000,Gaznipur (234),0303500202028233
10085,03,PUNJAB,049,Amritsar ,00258,Baba Bakala ,037800,0000,Rajdhan (73),0304900258037800
12569,06,HARYANA,070,Ambala,00358,Naraingarh,057187,0000,Khera Jattan (43),0607000358057187
7325,03,PUNJAB,043,Firozpur,00236,Jalalabad ,034967,0000,Lakhowali  (225),0304300236034967
8847,03,PUNJAB,048,Patiala,00253,Patiala,036488,0000,Jafar Nagar Urf Sadiwal (96),0304800253036488
18576,06,HARYANA,087,Mewat ,00423,Ferozepur Jhirka,063270,0000,Dhanwala(72),0608700423063270
1132,03,PUNJAB,035,Gurdaspur,00203,Batala ,028595,0000,Mandiala (87),0303500203028595
1287,03,PUNJAB,035,Gurdaspur,00203,Batala ,028751,0000,Khokhar (228),0303500203028751
13624,06,HARYANA,071,Yamunanagar,00363,Chhachhrauli,058279,0000,Kansli (11),0607100363058279
10393,03,PUNJAB,050,Tarn Taran,00260,Patti ,038114,0000,Bhura Kohna (81),0305000260038114
12198,03,PUNJAB,053,Sangrur,00274,Moonak,039951,0000,Nawangaon  (123),0305300274039951
1640,03,PUNJAB,036,Kapurthala ,00206,Kapurthala ,029118,0000,Jai Rampur (105),0303600206029118
18332,06,HARYANA,087,Mewat ,00421,Taoru,063009,0000,Kharak Sohna(15),0608700421063009
16339,06,HARYANA,080,Hisar,00394,Hisar,061005,0000,Sahu (66),0608000394061005
6239,03,PUNJAB,041,Ludhiana,00230,Jagraon,033851,0000,Hujra (184),0304100230033851
10849,03,PUNJAB,051,Rupnagar,00263,Nangal,038568,0000,Meghpur (284),0305100263038568
2330,03,PUNJAB,037,Jalandhar,00210,Nakodar,029870,0000,Khiwa (159),0303700210029870
5789,03,PUNJAB,041,Ludhiana,00227,Ludhiana (East),033391,0000,Ghumana (2),0304100227033391
8259,03,PUNJAB,046,Bathinda,00246,Talwandi Sabo,035910,0000,Menuana (137),0304600246035910
9572,03,PUNJAB,049,Amritsar ,00255,Ajnala,037259,0000,Sultan Mahal (102),0304900255037259
433,03,PUNJAB,035,Gurdaspur,00202,Gurdaspur ,027863,0000,Shahpur (298),0303500202027863
678,03,PUNJAB,035,Gurdaspur,00202,Gurdaspur ,028123,0000,Nurpur (165),0303500202028123
15438,06,HARYANA,077,Jind,00383,Jind,060122,0000,Bibipur (17),0607700383060122
16605,06,HARYANA,081,Bhiwani,00399,Tosham,061267,0000,Birola(83),0608100399061267
4926,03,PUNJAB,039,Shahid Bhagat Singh Nagar ,00219,Balachaur,032519,0000,Karimpur Chahwala (370),0303900219032519
15542,06,HARYANA,077,Jind,00385,Safidon,060223,0000,Rampura (49),0607700385060223
5176,03,PUNJAB,040,Fatehgarh Sahib,00221,Fatehgarh Sahib,032768,0000,Tanan (288),0304000221032768
1946,03,PUNJAB,036,Kapurthala ,00207,Sultanpur Lodhi ,029448,0000,Mand Bhim  Kadim (164),0303600207029448
18288,06,HARYANA,086,Gurgaon,00420,Sohna,062967,0000,Chuharpur (203),0608600420062967
18462,06,HARYANA,087,Mewat ,00422,Nuh,063149,0000,Palri (102),0608700422063149
13565,06,HARYANA,071,Yamunanagar,00363,Chhachhrauli,058218,0000,Lopon (219),0607100363058218
16469,06,HARYANA,081,Bhiwani,00398,Bhiwani,061133,0000,Mundhal Khurd (57),0608100398061133
1853,03,PUNJAB,036,Kapurthala ,00206,Kapurthala ,029345,0000,Khera Dona (122),0303600206029345
451,03,PUNJAB,035,Gurdaspur,00202,Gurdaspur ,027882,0000,Sidhpur (684),0303500202027882
13072,06,HARYANA,071,Yamunanagar,00361,Jagadhri,057704,0000,Milak Majra (368),0607100361057704
5377,03,PUNJAB,040,Fatehgarh Sahib,00223,Khamanon,032973,0000,Dhanaula (311),0304000223032973
6935,03,PUNJAB,043,Firozpur,00235,Firozpur,034558,0000,Bagguwala (14),0304300235034558
1390,03,PUNJAB,035,Gurdaspur,00203,Batala ,028855,0000,Sangherah (392),0303500203028855
4630,03,PUNJAB,039,Shahid Bhagat Singh Nagar ,00218,Nawanshahr,032217,0000,Chak Dana (202),0303900218032217
4775,03,PUNJAB,039,Shahid Bhagat Singh Nagar ,00219,Balachaur,032368,0000,Arazidarya Bramad Paragpur (437),0303900219032368
5061,03,PUNJAB,040,Fatehgarh Sahib,00221,Fatehgarh Sahib,032650,0000,Arain Majra (127),0304000221032650
15119,06,HARYANA,076,Sonipat,00380,Sonipat,059796,0000,Tharu(170),0607600380059796
6573,03,PUNJAB,042,Moga,00233,Moga,034183,0000,Khamba (193),0304200233034183
14723,06,HARYANA,074,Karnal,00374,Gharaunda,059381,0000,Rasin (10),0607400374059381
12467,06,HARYANA,069,Panchkula,00357,Panchkula,057082,0000,Sangrana (251),0606900357057082
5043,03,PUNJAB,040,Fatehgarh Sahib,00221,Fatehgarh Sahib,032632,0000,Dera Mir Miran (76),0304000221032632
4824,03,PUNJAB,039,Shahid Bhagat Singh Nagar ,00219,Balachaur,032417,0000,Tandon (397),0303900219032417
18853,06,HARYANA,088,Faridabad,00426,Ballabgarh,063555,0000,Latifpur(196),0608800426063555
13740,06,HARYANA,072,Kurukshetra,00365,Pehowa,058395,0000,Malakpur (326),0607200365058395
11924,03,PUNJAB,053,Sangrur,00271,Sangrur,039679,0000,Dialgarh (38),0305300271039679
16426,06,HARYANA,080,Hisar,00396,Hansi,061095,0000,Thurana(103),0608000396061095
18518,06,HARYANA,087,Mewat ,00423,Ferozepur Jhirka,063211,0000,Uleta(6),0608700423063211
16768,06,HARYANA,081,Bhiwani,00402,Dadri,061425,0000,Mandoli(80),0608100402061425
5276,03,PUNJAB,040,Fatehgarh Sahib,00222,Amloh,032867,0000,Khumna (12),0304000222032867
10177,03,PUNJAB,050,Tarn Taran,00259,Tarn Taran,037892,0000,Mirpur (197),0305000259037892
3450,03,PUNJAB,038,Hoshiarpur,00214,Dasua,031025,0000,Bisso Chak (171),0303800214031025
9873,03,PUNJAB,049,Amritsar ,00256,Amritsar -I  ,037562,0000,Jand  (150),0304900256037562
6430,03,PUNJAB,042,Moga,00233,Moga,034036,0000,Datta (293),0304200233034036
11519,03,PUNJAB,052,Sahibzada Ajit Singh Nagar,00268,Dera Bassi,039262,0000,Ramgarh Urf Rurki (155),0305200268039262
13637,06,HARYANA,071,Yamunanagar,00363,Chhachhrauli,058296,0000,Tahri (27),0607100363058296
6672,03,PUNJAB,043,Firozpur,00234,Zira,034291,0000,Sirhali (35),0304300234034291
15084,06,HARYANA,076,Sonipat,00379,Ganaur,059763,0000,Rasulpur (11),0607600379059763
18467,06,HARYANA,087,Mewat ,00422,Nuh,063154,0000,Untka (111),0608700422063154
10617,03,PUNJAB,050,Tarn Taran,00261,Khadur Sahib,038339,0000,Jahan Gir (90),0305000261038339
1885,03,PUNJAB,036,Kapurthala ,00207,Sultanpur Lodhi ,029379,0000,Jhugian Araian (70),0303600207029379
6600,03,PUNJAB,042,Moga,00233,Moga,034211,0000,Fatehgarh Panjtur (103),0304200233034211
19099,06,HARYANA,089,Palwal ,00428,Hathin,063809,0000,Rupnagar Natoli(283),0608900428063809
13578,06,HARYANA,071,Yamunanagar,00363,Chhachhrauli,058231,0000,Hafzi (172),0607100363058231
5368,03,PUNJAB,040,Fatehgarh Sahib,00223,Khamanon,032964,0000,Amargarh (293),0304000223032964
11416,03,PUNJAB,052,Sahibzada Ajit Singh Nagar,00267,SAS Nagar (Mohali),039153,0000,Chapar Chiri Kalan (195),0305200267039153
4957,03,PUNJAB,040,Fatehgarh Sahib,00220,Bassi Pathana,032548,0000,Pamaur (214),0304000220032548
14176,06,HARYANA,073,Kaithal,00368,Kaithal,058834,0000,Chhot (13),0607300368058834
4401,03,PUNJAB,038,Hoshiarpur,00217,Garhshankar,031987,0000,Denowal Khurd (147),0303800217031987
12560,06,HARYANA,070,Ambala,00358,Naraingarh,057177,0000,Fatehgarh (31),0607000358057177
2072,03,PUNJAB,036,Kapurthala ,00208,Phagwara ,029604,0000,Bir Dhandoli (48),0303600208029604
15613,06,HARYANA,078,Fatehabad,00386,Ratia,060292,0000,Bhundarwas(159),0607800386060292
6019,03,PUNJAB,041,Ludhiana,00228,Ludhiana (West),033624,0000,Bounker Dogran (109),0304100228033624
1076,03,PUNJAB,035,Gurdaspur,00203,Batala ,028539,0000,Braham  (51),0303500203028539
17896,06,HARYANA,085,Rewari,00414,Rewari,062559,0000,Kan Majra (126),0608500414062559
16069,06,HARYANA,079,Sirsa,00390,Sirsa,060742,0000,Kheri(6),0607900390060742
16861,06,HARYANA,081,Bhiwani,00403,Badhra,061517,0000,Jeetpura(27),0608100403061517
7087,03,PUNJAB,043,Firozpur,00235,Firozpur,034721,0000,Karman (265),0304300235034721
4847,03,PUNJAB,039,Shahid Bhagat Singh Nagar ,00219,Balachaur,032440,0000,Takarla (388),0303900219032440
13104,06,HARYANA,071,Yamunanagar,00361,Jagadhri,057736,0000,Uncha Chandana (456),0607100361057736
10004,03,PUNJAB,049,Amritsar ,00258,Baba Bakala ,037719,0000,Kaler Ghumman (29),0304900258037719
6583,03,PUNJAB,042,Moga,00233,Moga,034194,0000,Bhaini (211),0304200233034194
9458,03,PUNJAB,049,Amritsar ,00255,Ajnala,037138,0000,Dalla Mallian (114),0304900255037138
17890,06,HARYANA,085,Rewari,00414,Rewari,062553,0000,Bikaner (221),0608500414062553
2562,03,PUNJAB,037,Jalandhar,00211,Phillaur,030107,0000,Bir Ganna Pind (129),0303700211030107
13651,06,HARYANA,072,Kurukshetra,00364,Shahbad,058308,0000,Muhayuddinpur (224),0607200364058308
15511,06,HARYANA,077,Jind,00385,Safidon,060192,0000,Malsari Khera (10),0607700385060192
19071,06,HARYANA,089,Palwal ,00428,Hathin,063779,0000,Paharpur(247),0608900428063779
1346,03,PUNJAB,035,Gurdaspur,00203,Batala ,028810,0000,Aliwal Jattan (312),0303500203028810
9157,03,PUNJAB,048,Patiala,00253,Patiala,036808,0000,Noor kherian (73),0304800253036808
12693,06,HARYANA,070,Ambala,00358,Naraingarh,057313,0000,Baktuha (106),0607000358057313
5900,03,PUNJAB,041,Ludhiana,00227,Ludhiana (East),033504,0000,Khakat (234),0304100227033504
16921,06,HARYANA,082,Rohtak,00404,Maham,061574,0000,Maham (Rural)(Part)(120),0608200404061574
18990,06,HARYANA,089,Palwal ,00427,Palwal,063693,0000,Akbarpur Dakora(151),0608900427063693
15465,06,HARYANA,077,Jind,00383,Jind,060149,0000,Nidana (66),0607700383060149
8726,03,PUNJAB,048,Patiala,00252,Nabha,036367,0000,Kot Kalan (8),0304800252036367
17302,06,HARYANA,083,Jhajjar,00410,Matenhail,061963,0000,Khera Tharu(19-N),0608300410061963
12146,03,PUNJAB,053,Sangrur,00273,Lehra,039901,0000,Bakhora Khurd (76),0305300273039901
15937,06,HARYANA,079,Sirsa,00390,Sirsa,060609,0000,Burj Bhangu (181),0607900390060609
11253,03,PUNJAB,052,Sahibzada Ajit Singh Nagar,00266,Kharar,038988,0000,Ratwara (165),0305200266038988
9292,03,PUNJAB,048,Patiala,00254,Rajpura,036953,0000,Bathonian Khurd (87),0304800254036953
6244,03,PUNJAB,041,Ludhiana,00230,Jagraon,033856,0000,Kanian Hussaini (180) ,0304100230033856
4190,03,PUNJAB,038,Hoshiarpur,00217,Garhshankar,031775,0000,Mahal (55),0303800217031775
17866,06,HARYANA,085,Rewari,00414,Rewari,062528,0000,Rajpura Khalsa (111),0608500414062528
16344,06,HARYANA,080,Hisar,00394,Hisar,061010,0000,Surewala(86),0608000394061010
7907,03,PUNJAB,045,Faridkot,00242,Faridkot,035557,0000,Bhagthala Khurd (81),0304500242035557
8027,03,PUNJAB,046,Bathinda,00244,Rampura Phul,035675,0000,Balloh (48),0304600244035675
5846,03,PUNJAB,041,Ludhiana,00227,Ludhiana (East),033450,0000,Mangarh (223),0304100227033450
10295,03,PUNJAB,050,Tarn Taran,00259,Tarn Taran,038014,0000,Sarhali Khurd (252),0305000259038014
578,03,PUNJAB,035,Gurdaspur,00202,Gurdaspur ,028023,0000, Talwandi Raja Dina Nath (136),0303500202028023
12775,06,HARYANA,070,Ambala,00359,Ambala,057397,0000,Dukheri (161),0607000359057397
12986,06,HARYANA,070,Ambala,00360,Barara,057618,0000,Tandwali (231),0607000360057618
6829,03,PUNJAB,043,Firozpur,00235,Firozpur,034450,0000,Kabar Wacha (178),0304300235034450
18832,06,HARYANA,088,Faridabad,00426,Ballabgarh,063533,0000,Mandhawali(92),0608800426063533
3723,03,PUNJAB,038,Hoshiarpur,00215,Mukerian ,031300,0000,Ban Karnpur (551),0303800215031300
14810,06,HARYANA,075,Panipat,00375,Panipat,059470,0000,Asan Kalan (21),0607500375059470
2760,03,PUNJAB,037,Jalandhar,00212,Jalandhar - I,030307,0000,Udesian (144),0303700212030307
16820,06,HARYANA,081,Bhiwani,00402,Dadri,061477,0000,Bigowa (155),0608100402061477
17431,06,HARYANA,084,Mahendragarh,00411,Mahendragarh,062089,0000,Dhanunda(12),0608400411062089
14838,06,HARYANA,075,Panipat,00376,Israna,059507,0000,Wazirpur Tatyana (73),0607500376059507
2140,03,PUNJAB,036,Kapurthala ,00208,Phagwara ,029680,0000,Nangal (102) ,0303600208029680
18671,06,HARYANA,087,Mewat ,00424,Punahana,063368,0000,Qutabpur(176),0608700424063368
2320,03,PUNJAB,037,Jalandhar,00209,Shahkot,029862,0000,Balnau  (167),0303700209029862
9191,03,PUNJAB,048,Patiala,00254,Rajpura,036849,0000,Jabo Majra (389),0304800254036849
6624,03,PUNJAB,043,Firozpur,00234,Zira,034235,0000,Mahlewala (222),0304300234034235
1768,03,PUNJAB,036,Kapurthala ,00206,Kapurthala ,029256,0000,Budo Punder (199),0303600206029256
17951,06,HARYANA,085,Rewari,00414,Rewari,062619,0000,Dhamlaka (155),0608500414062619
4241,03,PUNJAB,038,Hoshiarpur,00217,Garhshankar,031826,0000,Surapur (25),0303800217031826
2383,03,PUNJAB,037,Jalandhar,00210,Nakodar,029923,0000,Gohir (19),0303700210029923
3668,03,PUNJAB,038,Hoshiarpur,00215,Mukerian ,031244,0000,Jiwanwal (299),0303800215031244
12667,06,HARYANA,070,Ambala,00358,Naraingarh,057287,0000,Panjlasa (Part)(96),0607000358057287
1457,03,PUNJAB,035,Gurdaspur,00204,Dera Baba Nanak  ,028923,0000,Qadian Gujjran (434),0303500204028923
6425,03,PUNJAB,042,Moga,00233,Moga,034031,0000,Puranewala (32),0304200233034031
93,03,PUNJAB,035,Gurdaspur,00201,Pathankot       ,027474,0000,Jhandpur (210),0303500201027474
11289,03,PUNJAB,052,Sahibzada Ajit Singh Nagar,00266,Kharar,039024,0000,Labangarh (319),0305200266039024
19006,06,HARYANA,089,Palwal ,00427,Palwal,063709,0000,Lalgarh(145),0608900427063709
3724,03,PUNJAB,038,Hoshiarpur,00215,Mukerian ,031301,0000,Dhar (550),0303800215031301
11267,03,PUNJAB,052,Sahibzada Ajit Singh Nagar,00266,Kharar,039002,0000,Abhipur (329),0305200266039002
4181,03,PUNJAB,038,Hoshiarpur,00217,Garhshankar,031766,0000,Thapal (10),0303800217031766
10435,03,PUNJAB,050,Tarn Taran,00260,Patti ,038156,0000,Mughal  (168),0305000260038156
688,03,PUNJAB,035,Gurdaspur,00202,Gurdaspur ,028133,0000,Daburi (198),0303500202028133
10739,03,PUNJAB,051,Rupnagar,00262,Anandpur Sahib,038458,0000,Seikhpur (411),0305100262038458
5115,03,PUNJAB,040,Fatehgarh Sahib,00221,Fatehgarh Sahib,032707,0000,Shamsher Nagar (139),0304000221032707
11944,03,PUNJAB,053,Sangrur,00271,Sangrur,039699,0000,Masani (30),0305300271039699
15074,06,HARYANA,076,Sonipat,00379,Ganaur,059753,0000,Rajlu (103),0607600379059753
18540,06,HARYANA,087,Mewat ,00423,Ferozepur Jhirka,063233,0000,Marora(38),0608700423063233
2269,03,PUNJAB,037,Jalandhar,00209,Shahkot,029809,0000,Salaich (82),0303700209029809
16067,06,HARYANA,079,Sirsa,00390,Sirsa,060740,0000,Jasania(9),0607900390060740
18571,06,HARYANA,087,Mewat ,00423,Ferozepur Jhirka,063265,0000,Ahmadbas Ferozepur(71),0608700423063265
14174,06,HARYANA,073,Kaithal,00368,Kaithal,058832,0000,Manas (4),0607300368058832
12384,06,HARYANA,069,Panchkula,00356,Kalka,056987,0000,Dhamala (122),0606900356056987
16770,06,HARYANA,081,Bhiwani,00402,Dadri,061427,0000,Bhervi(146),0608100402061427
4643,03,PUNJAB,039,Shahid Bhagat Singh Nagar ,00218,Nawanshahr,032231,0000,Paragpur (180),0303900218032231
5367,03,PUNJAB,040,Fatehgarh Sahib,00223,Khamanon,032963,0000,Lakhanpur (296),0304000223032963
3058,03,PUNJAB,037,Jalandhar,00213,Jalandhar - II,030615,0000,Bhattian (3),0303700213030615
11739,03,PUNJAB,053,Sangrur,00269,Malerkotla,039495,0000,Chaunda (164),0305300269039495
14612,06,HARYANA,074,Karnal,00372,Karnal,059272,0000,Bhojpur (22),0607400372059272
2089,03,PUNJAB,036,Kapurthala ,00208,Phagwara ,029623,0000,Bhullarai (65),0303600208029623
17396,06,HARYANA,084,Mahendragarh,00411,Mahendragarh,062054,0000,Dongra Ahir(32),0608400411062054
15632,06,HARYANA,078,Fatehabad,00386,Ratia,060311,0000,Nathwan(161),0607800386060311
16624,06,HARYANA,081,Bhiwani,00400,Siwani,061285,0000,Dhani Silawali (130),0608100400061285
213,03,PUNJAB,035,Gurdaspur,00201,Pathankot       ,027600,0000,Dhalorian (180),0303500201027600
8900,03,PUNJAB,048,Patiala,00253,Patiala,036541,0000,Bir Bahadurgarh (113),0304800253036541
